# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	308376	309335	+							B4U62_01700	960		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	308376	309335	+	AQZ89194.1			zinc uptake system-binding-protein ZnuA			B4U62_01700	960	319	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	309391	310086	+							B4U62_01705	696		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	309391	310086	+	AQZ89195.1			zinc uptake system ATP-binding protein ZnuC			B4U62_01705	696	231	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	310044	310886	+							B4U62_01710	843		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	310044	310886	+	AQZ89196.1			zinc uptake system membrane protein ZnuB			B4U62_01710	843	280	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	310924	311919	-							B4U62_01715	996		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	310924	311919	-	AQZ89197.1			luciferase family oxidoreductase			B4U62_01715	996	331	
gene	pseudogene	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	312203	312801	+							B4U62_01720	599		pseudo
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	312203	312801	+				stress protein			B4U62_01720	599		pseudo
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	312823	313404	+							B4U62_01725	582		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	312823	313404	+	AQZ89198.1			general stress protein 16U			B4U62_01725	582	193	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	313439	314017	+							B4U62_01730	579		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	313439	314017	+	AQZ89199.1			chemical-damaging agent resistance protein C			B4U62_01730	579	192	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	314068	314841	+							B4U62_01735	774		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	314068	314841	+	AQZ89200.1			hypothetical protein			B4U62_01735	774	257	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	314926	316539	+							B4U62_01740	1614		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	314926	316539	+	AQZ89201.1			hypothetical protein			B4U62_01740	1614	537	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	316555	317646	+							B4U62_01745	1092		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	316555	317646	+	AQZ89202.1			toxic anion resistance protein			B4U62_01745	1092	363	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	317768	318970	+							B4U62_01750	1203		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	317768	318970	+	AQZ89203.1			MFS transporter			B4U62_01750	1203	400	
gene	pseudogene	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	318967	319213	+							B4U62_01755	247		pseudo
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	318967	319213	+				hypothetical protein			B4U62_01755	247		pseudo
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	319223	320395	-							B4U62_01760	1173		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	319223	320395	-	AQZ89204.1			MFS transporter			B4U62_01760	1173	390	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	320464	320766	-							B4U62_01765	303		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	320464	320766	-	AQZ89205.1			transcriptional regulator			B4U62_01765	303	100	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	321056	322312	+							B4U62_01770	1257		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	321056	322312	+	AQZ89206.1			glycine/betaine ABC transporter ATP-binding protein			B4U62_01770	1257	418	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	322314	323162	+							B4U62_01775	849		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	322314	323162	+	AQZ89207.1			glycine/betaine ABC transporter permease			B4U62_01775	849	282	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	323162	324043	+							B4U62_01780	882		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	323162	324043	+	AQZ89208.1			glycine/betaine ABC transporter substrate-binding protein			B4U62_01780	882	293	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	324081	325232	-							B4U62_01785	1152		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	324081	325232	-	AQZ89209.1			amidohydrolase AmhX			B4U62_01785	1152	383	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	325382	326815	+							B4U62_01790	1434		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	325382	326815	+	AQZ89210.1			hypothetical protein			B4U62_01790	1434	477	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	326931	327512	+							B4U62_01795	582		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	326931	327512	+	AQZ89211.1			hypothetical protein			B4U62_01795	582	193	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	327661	329640	+							B4U62_01800	1980		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	327661	329640	+	AQZ89212.1			alpha-amylase			B4U62_01800	1980	659	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	329817	330782	+							B4U62_01805	966		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	329817	330782	+	AQZ89213.1			L-lactate dehydrogenase			B4U62_01805	966	321	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	330814	332439	+							B4U62_01810	1626		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	330814	332439	+	AQZ89214.1			L-lactate permease			B4U62_01810	1626	541	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	332484	334022	-							B4U62_01815	1539		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	332484	334022	-	AQZ89215.1			multidrug resistance protein 3			B4U62_01815	1539	512	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	334135	334599	+							B4U62_01820	465		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	334135	334599	+	AQZ89216.1			transcriptional regulator			B4U62_01820	465	154	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	334673	335302	+							B4U62_01825	630		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	334673	335302	+	AQZ89217.1			amino acid transporter			B4U62_01825	630	209	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	335372	336133	+							B4U62_01830	762		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	335372	336133	+	AQZ89218.1			hypothetical protein			B4U62_01830	762	253	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	336135	337475	-							B4U62_01835	1341		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	336135	337475	-	AQZ89219.1			transporter			B4U62_01835	1341	446	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	337605	338201	+							B4U62_01840	597		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	337605	338201	+	AQZ89220.1			hypothetical protein			B4U62_01840	597	198	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	338331	339149	+							B4U62_01845	819		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	338331	339149	+	AQZ89221.1			NAD(+) synthetase			B4U62_01845	819	272	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	339199	339792	-							B4U62_01850	594		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	339199	339792	-	AQZ92998.1			tunicamycin resistance protein			B4U62_01850	594	197	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	339902	340087	-							B4U62_01855	186		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	339902	340087	-	AQZ89222.1			hypothetical protein			B4U62_01855	186	61	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	340068	340628	+							B4U62_01860	561		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	340068	340628	+	AQZ89223.1			shikimate kinase			B4U62_01860	561	186	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	340656	341417	-							B4U62_01865	762		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	340656	341417	-	AQZ89224.1			SAM-dependent methyltransferase			B4U62_01865	762	253	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	341535	342509	+							B4U62_01870	975		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	341535	342509	+	AQZ89225.1			LysR family transcriptional regulator			B4U62_01870	975	324	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	342581	343537	+							B4U62_01875	957		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	342581	343537	+	AQZ89226.1			cephalosporin deacetylase			B4U62_01875	957	318	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	343621	344403	+							B4U62_01880	783		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	343621	344403	+	AQZ89227.1			hypothetical protein			B4U62_01880	783	260	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	344594	345505	+							B4U62_01885	912		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	344594	345505	+	AQZ92999.1			Proline dehydrogenase 2			B4U62_01885	912	303	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	345522	347069	+							B4U62_01890	1548		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	345522	347069	+	AQZ89228.1			1-pyrroline-5-carboxylate dehydrogenase			B4U62_01890	1548	515	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	347160	348614	+							B4U62_01895	1455		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	347160	348614	+	AQZ89229.1			sodium/proline symporter			B4U62_01895	1455	484	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	348767	350002	+							B4U62_01900	1236		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	348767	350002	+	AQZ89230.1			hypothetical protein			B4U62_01900	1236	411	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	350039	350896	-							B4U62_01905	858		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	350039	350896	-	AQZ89231.1			TIGR03943 family protein			B4U62_01905	858	285	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	350901	351785	-							B4U62_01910	885		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	350901	351785	-	AQZ89232.1			hypothetical protein			B4U62_01910	885	294	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	351885	352739	-							B4U62_01915	855		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	351885	352739	-	AQZ89233.1			alpha/beta hydrolase			B4U62_01915	855	284	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	352901	353911	+							B4U62_01920	1011		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	352901	353911	+	AQZ89234.1			Ferredoxin--NADP reductase 1			B4U62_01920	1011	336	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	353943	355394	-							B4U62_01925	1452		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	353943	355394	-	AQZ89235.1			bifunctional uroporphyrinogen-III C-methyltransferase/uroporphyrinogen-III synthase			B4U62_01925	1452	483	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	355455	355775	-							B4U62_01930	321		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	355455	355775	-	AQZ89236.1			assimilatory nitrite reductase [NAD(P)H] small subunit			B4U62_01930	321	106	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	355807	358224	-							B4U62_01935	2418		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	355807	358224	-	AQZ89237.1			nitrite reductase large subunit			B4U62_01935	2418	805	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	358346	360478	-							B4U62_01940	2133		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	358346	360478	-	AQZ89238.1			assimilatory nitrate reductase catalytic subunit			B4U62_01940	2133	710	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	360485	362800	-							B4U62_01945	2316		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	360485	362800	-	AQZ89239.1			nitrite reductase large subunit			B4U62_01945	2316	771	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	362980	364185	+							B4U62_01950	1206		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	362980	364185	+	AQZ89240.1			NarK family nitrate/nitrite MFS transporter			B4U62_01950	1206	401	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	364302	365216	+							B4U62_01955	915		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	364302	365216	+	AQZ89241.1			GTP cyclohydrolase I FolE2			B4U62_01955	915	304	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	365213	365797	+							B4U62_01960	585		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	365213	365797	+	AQZ89242.1			L,D-transpeptidase			B4U62_01960	585	194	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	365893	366078	+							B4U62_01965	186		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	365893	366078	+	AQZ89243.1			hypothetical protein			B4U62_01965	186	61	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	366106	367299	+							B4U62_01970	1194		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	366106	367299	+	AQZ89244.1			cobalamin biosynthesis protein CobW			B4U62_01970	1194	397	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	367348	368028	-							B4U62_01975	681		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	367348	368028	-	AQZ89245.1			amino acid ABC transporter permease			B4U62_01975	681	226	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	368038	368901	-							B4U62_01980	864		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	368038	368901	-	AQZ89246.1			ABC transporter substrate-binding protein			B4U62_01980	864	287	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	369279	369734	+							B4U62_01985	456		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	369279	369734	+	AQZ89247.1			RDD family protein			B4U62_01985	456	151	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	369816	370148	+							B4U62_01990	333		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	369816	370148	+	AQZ89248.1			hypothetical protein			B4U62_01990	333	110	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	370302	371735	+							B4U62_01995	1434		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	370302	371735	+	AQZ89249.1			aryl-phospho-beta-D-glucosidase BglC			B4U62_01995	1434	477	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	371772	372170	-							B4U62_02000	399		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	371772	372170	-	AQZ89250.1			DNA-entry nuclease inhibitor			B4U62_02000	399	132	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	372197	372640	-							B4U62_02005	444		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	372197	372640	-	AQZ93000.1			sporulation protein			B4U62_02005	444	147	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	372814	374535	-							B4U62_02010	1722		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	372814	374535	-	AQZ89251.1			methyl-accepting chemotaxis protein TlpC			B4U62_02010	1722	573	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	374646	375203	-							B4U62_02015	558		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	374646	375203	-	AQZ89252.1			6-phospho 3-hexuloisomerase			B4U62_02015	558	185	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	375209	375841	-							B4U62_02020	633		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	375209	375841	-	AQZ89253.1			3-hexulose-6-phosphate synthase			B4U62_02020	633	210	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	376074	376436	+							B4U62_02025	363		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	376074	376436	+	AQZ89254.1			HTH-type transcriptional activator HxlR			B4U62_02025	363	120	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	377010	387773	+							B4U62_02030	10764		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	377010	387773	+	AQZ89255.1			Surfactin synthase subunit 1			B4U62_02030	10764	3587	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	387786	398537	+							B4U62_02035	10752		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	387786	398537	+	AQZ89256.1			Surfactin synthase subunit 2			B4U62_02035	10752	3583	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	398574	402401	+							B4U62_02040	3828		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	398574	402401	+	AQZ89257.1			Surfactin synthase subunit 3			B4U62_02040	3828	1275	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	402430	403158	+							B4U62_02045	729		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	402430	403158	+	AQZ89258.1			surfactin synthase thioesterase subunit			B4U62_02045	729	242	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	403259	404485	+							B4U62_02050	1227		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	403259	404485	+	AQZ89259.1			MFS transporter			B4U62_02050	1227	408	
